Company Name,Industry,Symbol,Series,ISIN Code
Dalmia Bharat Ltd.,CEMENT & CEMENT PRODUCTS,DALBHARAT,EQ,INE00R701025
Deepak Nitrite Ltd.,CHEMICALS,DEEPAKNTR,EQ,INE288B01029
Dhani Services Ltd.,FINANCIAL SERVICES,DHANI,EQ,INE274G01010
Dixon Technologies (India) Ltd.,CONSUMER GOODS,DIXON,EQ,INE935N01020
Dr. Lal Path Labs Ltd.,HEALTHCARE SERVICES,LALPATHLAB,EQ,INE600L01024
Emami Ltd.,CONSUMER GOODS,EMAMILTD,EQ,INE548C01032
Endurance Technologies Ltd.,AUTOMOBILE,ENDURANCE,EQ,INE913H01037
Escorts Ltd.,AUTOMOBILE,ESCORTS,EQ,INE042A01014
Exide Industries Ltd.,AUTOMOBILE,EXIDEIND,EQ,INE302A01020
Federal Bank Ltd.,FINANCIAL SERVICES,FEDERALBNK,EQ,INE171A01029
Fortis Healthcare Ltd.,HEALTHCARE SERVICES,FORTIS,EQ,INE061F01013
General Insurance Corporation of India,FINANCIAL SERVICES,GICRE,EQ,INE481Y01014
Gillette India Ltd.,CONSUMER GOODS,GILLETTE,EQ,INE322A01010
Glaxosmithkline Pharmaceuticals Ltd.,PHARMA,GLAXO,EQ,INE159A01016
Glenmark Pharmaceuticals Ltd.,PHARMA,GLENMARK,EQ,INE935A01035
Godrej Industries Ltd.,CONSUMER GOODS,GODREJIND,EQ,INE233A01035
Godrej Properties Ltd.,CONSTRUCTION,GODREJPROP,EQ,INE484J01027
Gujarat Gas Ltd.,OIL & GAS,GUJGASLTD,EQ,INE844O01030
Gujarat State Petronet Ltd.,OIL & GAS,GSPL,EQ,INE246F01010
Hatsun Agro Product Ltd.,CONSUMER GOODS,HATSUN,EQ,INE473B01035
Hindustan Aeronautics Ltd.,INDUSTRIAL MANUFACTURING,HAL,EQ,INE066F01012
Hindustan Copper Ltd.,METALS,HINDCOPPER,EQ,INE531E01026
Hindustan Zinc Ltd.,METALS,HINDZINC,EQ,INE267A01025
Honeywell Automation India Ltd.,INDUSTRIAL MANUFACTURING,HONAUT,EQ,INE671A01010
ICICI Securities Ltd.,FINANCIAL SERVICES,ISEC,EQ,INE763G01038
IDFC First Bank Ltd.,FINANCIAL SERVICES,IDFCFIRSTB,EQ,INE092T01019
ITI Ltd.,TELECOM,ITI,EQ,INE248A01017
Indiamart Intermesh Ltd.,CONSUMER SERVICES,INDIAMART,EQ,INE933S01016
Indian Bank,FINANCIAL SERVICES,INDIANB,EQ,INE562A01011
Indian Hotels Co. Ltd.,CONSUMER SERVICES,INDHOTEL,EQ,INE053A01029
Indian Railway Catering And Tourism Corporation Ltd.,SERVICES,IRCTC,EQ,INE335Y01020
Indian Railway Finance Corporation Ltd.,FINANCIAL SERVICES,IRFC,EQ,INE053F01010
Ipca Laboratories Ltd.,PHARMA,IPCALAB,EQ,INE571A01038
J.K. Cement Ltd.,CEMENT & CEMENT PRODUCTS,JKCEMENT,EQ,INE823G01014
JSW Energy Ltd.,POWER,JSWENERGY,BE,INE121E01018
Kajaria Ceramics Ltd.,CONSUMER GOODS,KAJARIACER,EQ,INE217B01036
Kansai Nerolac Paints Ltd.,CONSUMER GOODS,KANSAINER,EQ,INE531A01024
L&T Finance Holdings Ltd.,FINANCIAL SERVICES,L&TFH,EQ,INE498L01015
L&T Technology Services Ltd.,IT,LTTS,EQ,INE010V01017
LIC Housing Finance Ltd.,FINANCIAL SERVICES,LICHSGFIN,EQ,INE115A01026
Laurus Labs Ltd.,PHARMA,LAURUSLABS,EQ,INE947Q01028
Linde India Ltd.,CHEMICALS,LINDEINDIA,EQ,INE473A01011
MRF Ltd.,AUTOMOBILE,MRF,EQ,INE883A01011
Macrotech Developers Ltd.,CONSTRUCTION,LODHA,EQ,INE670K01029
Mahanagar Gas Ltd.,OIL & GAS,MGL,EQ,INE002S01010
Mahindra & Mahindra Financial Services Ltd.,FINANCIAL SERVICES,M&MFIN,EQ,INE774D01024
Manappuram Finance Ltd.,FINANCIAL SERVICES,MANAPPURAM,EQ,INE522D01027
Max Financial Services Ltd.,FINANCIAL SERVICES,MFSL,EQ,INE180A01020
Max Healthcare Institute Ltd.,HEALTHCARE SERVICES,MAXHEALTH,EQ,INE027H01010
Metropolis Healthcare Ltd.,HEALTHCARE SERVICES,METROPOLIS,EQ,INE112L01020
MindTree Ltd.,IT,MINDTREE,EQ,INE018I01017
Minda Industries Ltd.,AUTOMOBILE,MINDAIND,EQ,INE405E01023
Motilal Oswal Financial Services Ltd.,FINANCIAL SERVICES,MOTILALOFS,EQ,INE338I01027
MphasiS Ltd.,IT,MPHASIS,EQ,INE356A01018
NATCO Pharma Ltd.,PHARMA,NATCOPHARM,EQ,INE987B01026
NHPC Ltd.,POWER,NHPC,EQ,INE848E01016
National Aluminium Co. Ltd.,METALS,NATIONALUM,EQ,INE139A01034
Navin Fluorine International Ltd.,CHEMICALS,NAVINFLUOR,EQ,INE048G01026
Nippon Life India Asset Management Ltd.,FINANCIAL SERVICES,NAM-INDIA,EQ,INE298J01013
Oberoi Realty Ltd.,CONSTRUCTION,OBEROIRLTY,EQ,INE093I01010
Oil India Ltd.,OIL & GAS,OIL,EQ,INE274J01014
Oracle Financial Services Software Ltd.,IT,OFSS,EQ,INE881D01027
Page Industries Ltd.,TEXTILES,PAGEIND,EQ,INE761H01022
Persistent Systems Ltd.,IT,PERSISTENT,EQ,INE262H01013
Petronet LNG Ltd.,OIL & GAS,PETRONET,EQ,INE347G01014
Pfizer Ltd.,PHARMA,PFIZER,EQ,INE182A01018
Phoenix Mills Ltd.,CONSTRUCTION,PHOENIXLTD,EQ,INE211B01039
Polycab India Ltd.,INDUSTRIAL MANUFACTURING,POLYCAB,EQ,INE455K01017
Power Finance Corporation Ltd.,FINANCIAL SERVICES,PFC,EQ,INE134E01011
Prestige Estates Projects Ltd.,CONSTRUCTION,PRESTIGE,EQ,INE811K01011
RBL Bank Ltd.,FINANCIAL SERVICES,RBLBANK,EQ,INE976G01028
REC Ltd.,FINANCIAL SERVICES,RECLTD,EQ,INE020B01018
Rajesh Exports Ltd.,CONSUMER GOODS,RAJESHEXPO,EQ,INE343B01030
Relaxo Footwears Ltd.,CONSUMER GOODS,RELAXO,EQ,INE131B01039
SKF India Ltd.,INDUSTRIAL MANUFACTURING,SKFINDIA,EQ,INE640A01023
SRF Ltd.,CHEMICALS,SRF,EQ,INE647A01010
Sanofi India Ltd.,PHARMA,SANOFI,EQ,INE058A01010
Schaeffler India Ltd.,INDUSTRIAL MANUFACTURING,SCHAEFFLER,EQ,INE513A01014
Shriram Transport Finance Co. Ltd.,FINANCIAL SERVICES,SRTRANSFIN,EQ,INE721A01013
Solar Industries India Ltd.,CHEMICALS,SOLARINDS,EQ,INE343H01029
Sona BLW Precision Forgings Ltd.,AUTOMOBILE,SONACOMS,EQ,INE073K01018
Sumitomo Chemical India Ltd.,FERTILISERS & PESTICIDES,SUMICHEM,EQ,INE258G01013
Sun TV Network Ltd.,MEDIA ENTERTAINMENT & PUBLICATION,SUNTV,EQ,INE424H01027
Sundaram Finance Ltd.,FINANCIAL SERVICES,SUNDARMFIN,EQ,INE660A01013
Sundram Fasteners Ltd.,AUTOMOBILE,SUNDRMFAST,EQ,INE387A01021
Supreme Industries Ltd.,INDUSTRIAL MANUFACTURING,SUPREMEIND,EQ,INE195A01028
Suven Pharmaceuticals Ltd.,PHARMA,SUVENPHAR,EQ,INE03QK01018
Syngene International Ltd.,HEALTHCARE SERVICES,SYNGENE,EQ,INE398R01022
TTK Prestige Ltd.,CONSUMER GOODS,TTKPRESTIG,EQ,INE690A01028
TVS Motor Company Ltd.,AUTOMOBILE,TVSMOTOR,EQ,INE494B01023
Tata Chemicals Ltd.,CHEMICALS,TATACHEM,EQ,INE092A01019
Tata Communications Ltd.,TELECOM,TATACOMM,EQ,INE151A01013
Tata Elxsi Ltd.,IT,TATAELXSI,EQ,INE670A01012
Tata Power Co. Ltd.,POWER,TATAPOWER,EQ,INE245A01021
The New India Assurance Company Ltd.,FINANCIAL SERVICES,NIACL,EQ,INE470Y01017
The Ramco Cements Ltd.,CEMENT & CEMENT PRODUCTS,RAMCOCEM,EQ,INE331A01037
Thermax Ltd.,INDUSTRIAL MANUFACTURING,THERMAX,EQ,INE152A01029
Torrent Power Ltd.,POWER,TORNTPOWER,EQ,INE813H01021
Trent Ltd.,CONSUMER SERVICES,TRENT,EQ,INE849A01020
Tube Investments of India Ltd.,AUTOMOBILE,TIINDIA,EQ,INE974X01010
Union Bank of India,FINANCIAL SERVICES,UNIONBANK,EQ,INE692A01016
United Breweries Ltd.,CONSUMER GOODS,UBL,EQ,INE686F01025
Vaibhav Global Ltd.,CONSUMER SERVICES,VAIBHAVGBL,EQ,INE884A01027
Varun Beverages Ltd.,CONSUMER GOODS,VBL,EQ,INE200M01013
Vinati Organics Ltd.,CHEMICALS,VINATIORGA,EQ,INE410B01037
Vodafone Idea Ltd.,TELECOM,IDEA,EQ,INE669E01016
Voltas Ltd.,CONSUMER GOODS,VOLTAS,EQ,INE226A01021
WABCO India Ltd.,AUTOMOBILE,WABCOINDIA,EQ,INE342J01019
Whirlpool of India Ltd.,CONSUMER GOODS,WHIRLPOOL,EQ,INE716A01013
Zee Entertainment Enterprises Ltd.,MEDIA ENTERTAINMENT & PUBLICATION,ZEEL,EQ,INE256A01028
Zydus Wellness Ltd.,CONSUMER GOODS,ZYDUSWELL,EQ,INE768C01010
